item_id,name,rarity,purpose,category,effect_summary,value_sell_price,is_consumable,is_material,is_legacy,is_reserved_future,normal_drop_allowed,boss_drop_allowed,raid_drop_allowed,source_summary,progression_tier,estimated_rate_per_100,risk,notes
dism_starfield_cloth,星原布片,R,set_material,dismantle_material,星原シリーズの布片。,20,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
dism_torn_cloth,破れた布片,N,set_material,dismantle_material,分解で得る布。,3,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
mat_affix_reroll_assist,特性再抽選の触媒,UR,reserved_future,boss_material,防具/アクセ特性再抽選の補助素材。,0,NO,YES,NO,YES,NO,YES,NO,—,valhalla,0/excluded,medium,ヴァルハラボス低確率
mat_affix_slot_protect,特性保護の触媒,UR,reserved_future,boss_material,特性再抽選時に1枠を保護する触媒。無答の守護者の頁と徽章で交換（将来）。,0,NO,YES,NO,YES,NO,NO,NO,—,valhalla,0/excluded,high,交換所のみ・ドロップなし
mat_ash_crest,灰冠の紋章片,SSR,enhance_material,area_material,灰冠の紋章。,100,NO,YES,NO,NO,YES,NO,NO,灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 破れた玉座前(ash_capital); 王都地下牢(ash_capital); 灰の大通り(ash_capital); 赤灰の見張り台(red_ash_fort),late_mid,7.9/100 mid,low,
mat_ash_fist_bone,灰拳の骨片,SSR,enhance_material,material,灰拳の骨片。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_ash_mirror_fragment,灰鏡の欠片,SR,enhance_material,material,灰鏡の欠片。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_ash_star_magic_core,灰星の魔核,SR,enhance_material,material,灰星の魔核。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_beast_fang,獣の牙,N,enhance_material,common_material,獣の牙。,8,NO,YES,NO,NO,YES,NO,NO,盗賊の抜け道(old_road_village),early,8.5/100 mid,low,
mat_beast_hide,獣皮,N,enhance_material,common_material,獣の皮。,8,NO,YES,NO,NO,YES,NO,NO,旅人の墓標(old_road_village),early,6.9/100 mid,low,
mat_black_fox_clawmark,黒狐の爪痕,SSR,enhance_material,material,黒狐の爪痕。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_black_iron_powder_case,黒鉄の火薬筒,SR,enhance_material,material,黒鉄の火薬筒。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_black_lantern_cinder,黒灯の残滓,SSR,legacy,boss_material,黒灯の残影が残す煤核。カイの伝承に使う。,0,NO,YES,YES,NO,NO,NO,NO,—,none,0/excluded,low,reserved_future→legacy
mat_cloth_scrap,布切れ,N,enhance_material,common_material,古い布切れ。,3,NO,YES,NO,NO,YES,NO,NO,星屑の草道(start_starfield); 朽ちた旅籠(old_road_village); 水没した家屋(rain_ruins),early,8.5/100 mid,low,
mat_cracked_bone,ひび割れた骨,N,enhance_material,common_material,古い骨。,6,NO,YES,NO,NO,YES,NO,NO,旅人の墓標(old_road_village),early,6.9/100 mid,low,
mat_deep_furnace_gear,深層炉の歯車,SR,enhance_material,material,深層炉の歯車。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_deep_soot,深層炉の煤,UR,enhance_material,area_material,深層炉の煤。,150,NO,YES,NO,NO,YES,NO,NO,深層炉入口(deep_furnace_outpost); 炉心監視塔(deep_furnace_outpost),late_mid,4.6/100 low,low,
mat_dragonbone,竜骨片,SSR,enhance_material,area_material,竜骨の破片。,100,NO,YES,NO,NO,YES,NO,NO,竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 骨喰い鳥の巣(dragonbone_valley); 古竜の裂け目(dragonbone_valley),late_mid,8.3/100 mid,low,
mat_dry_herb,乾いた薬草,N,enhance_material,common_material,乾燥した薬草。,5,NO,YES,NO,NO,YES,NO,NO,壊れた祠(start_starfield); 毒蔦の小径(mist_forest); 朽ちた井戸(rain_ruins); 雨漏りの礼拝堂(rain_ruins),early,7.7/100 mid,low,
mat_echo_bowstring,残響の弦糸,SR,enhance_material,material,弓の残響。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_forgotten_sand,忘却の黒砂,SR,enhance_material,area_material,忘却の砂。,55,NO,YES,NO,NO,YES,NO,NO,忘却の地下路(forgotten_market); 黒市の裏通り(forgotten_market); 呪具置き場(forgotten_market); 契約失敗体の檻(forgotten_market); 仮面商人の隠し倉庫(forgotten_market); 黒灯りの路地(black_lantern_lane); 煤煙の抜け道(black_lantern_lane),mid,6.8/100 mid,low,
mat_hourglass_shard,砂時計の欠片,SR,enhance_material,area_material,時計の欠片。,60,NO,YES,NO,NO,YES,NO,NO,砂時計の廃路(hourglass_city); 時紋の市場跡(hourglass_city); 喪失者の広場(hourglass_city); 逆さ時計塔(hourglass_city); 記憶の保管庫(hourglass_city),mid,8.2/100 mid,low,
mat_iron_scrap,鉄片,N,enhance_material,common_material,錆びた鉄片。,5,NO,YES,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 沈没船の甲板(twilight_port),early,8.5/100 mid,low,
mat_lampkeeper_holy_oil,灯守の聖油,SR,enhance_material,material,灯守の聖油。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_mist_lantern_stardust,霧灯の星砂,SR,enhance_material,material,霧灯の星砂。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_mist_leaf,霧守りの葉,R,enhance_material,area_material,霧守りの葉。,30,NO,YES,NO,NO,YES,NO,NO,霧深き獣道(mist_forest); 毒蔦の小径(mist_forest); 古樹の根元(mist_forest); 迷い茸の群生地(mist_forest); 沼底の参道(glass_marsh),early,6.8/100 mid,low,
mat_moon_arrowhead,月弓の鏃,SR,enhance_material,material,月弓の鏃。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_moon_ink,月下インク,SR,enhance_material,area_material,月下のインク。,50,NO,YES,NO,NO,YES,NO,NO,月下図書館・禁書区画(moon_library); 紙魚の回廊(moon_library); 記録端末室(moon_library); 影写しの閲覧室(moon_library),mid,7.7/100 mid,low,
mat_old_furnace_hammer_core,古炉の鎚芯,SR,enhance_material,material,古炉の鎚の芯。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_old_wood,古材,N,enhance_material,common_material,古い木材。,5,NO,YES,NO,NO,YES,NO,NO,古道の荷車跡(old_road_village),early,8.5/100 mid,low,
mat_pilgrim_prayer_cloth,巡礼祈祷布,SR,enhance_material,material,巡礼の祈祷布。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_shadowstep_black_thread,影渡りの黒糸,SR,enhance_material,material,影渡りの糸。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_silent_holy,沈黙の聖水,SSR,enhance_material,area_material,沈黙の聖水。,90,NO,YES,NO,NO,YES,NO,NO,沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 聖水工房跡(silent_monastery),late_mid,3.7/100 low,low,
mat_silver_castle_core,白銀の城核,SR,enhance_material,material,白銀の城塞の核。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_silver_ore,白銀鉱石,R,enhance_material,area_material,白銀鉱石。,30,NO,YES,NO,NO,YES,NO,NO,白銀坑道(silver_mine); 旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 崩落した作業場(silver_mine); 黒鉄鉱脈(silver_mine),early,8.2/100 mid,low,
mat_small_mana,小さな魔石,N,enhance_material,common_material,小さな魔石。,10,NO,YES,NO,NO,YES,NO,NO,夜歩きの丘(start_starfield); 結晶の縦穴(silver_mine),early,7.7/100 mid,low,
mat_star_pilgrim_echo,星巡の残響,UR,kai_material,boss_material,ヴァルハラ周回が残す、巡礼の残響。カイのSrc変質に使う。,0,NO,YES,NO,NO,NO,NO,NO,—,valhalla,0/none,medium,終盤変質
mat_starfall_obsidian,星見の残光,SSR,legacy,boss_material,星落ちの観測者が残す核片。カイの伝承に使う。,0,NO,YES,YES,NO,NO,NO,NO,—,none,0/excluded,low,reserved_future→legacy
mat_starfall_shard,星落ちの破片,UR,enhance_material,area_material,星の破片。,160,NO,YES,NO,NO,YES,NO,NO,星落ちの観測台(starfall_observatory); 砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory); 天文記録室(starfall_observatory); 落星孔(starfall_observatory),late,5.9/100 low,low,
mat_starfield_grass,星原草,N,enhance_material,area_material,星原の草。,15,NO,YES,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 星屑の草道(start_starfield); 泥濘の畑(rain_ruins),early,8.0/100 mid,low,
mat_starfield_old_steel,星原の古鋼,SR,enhance_material,material,星原に眠る古鋼。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_twilight_blade_shard,黄昏の剣片,SR,enhance_material,material,黄昏の剣が残した欠片。カイ伝承に使う。,0,NO,YES,NO,NO,YES,YES,NO,—,early,0/none,medium,再戦ドロップ
mat_twilight_shell,薄明の貝殻,R,enhance_material,area_material,薄明の貝殻。,25,NO,YES,NO,NO,YES,NO,NO,薄明の海岸(twilight_port); 灯台下の岩場(twilight_port); 沈没船の甲板(twilight_port); 潮騒の洞窟(twilight_port),early,8.1/100 mid,low,
mat_ur_lottery_shard,UR抽選の欠片,UR,reserved_future,boss_material,UR抽選箱の触媒。徽章交換所でも入手可能（将来）。,0,NO,YES,NO,YES,NO,YES,NO,—,valhalla,0/excluded,medium,ヴァルハラボス低確率・徽章交換150+頁3
mat_valhalla_plate,ヴァルハラ装甲片,UR,enhance_material,area_material,ヴァルハラの装甲片。,200,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
raid_control_chip,旧統治軍制御片,UR,raid_material,raid_material,制御片。,90,NO,YES,NO,NO,NO,NO,YES,実験区画(valhalla_fortress); 統治軍制御室(valhalla_fortress),raid,5.9/100 low,medium,
raid_deep_core,深層炉心核片,UR,raid_material,raid_material,炉心核片。,95,NO,YES,NO,NO,NO,NO,YES,深層炉心(valhalla_fortress),raid,10.0/100 mid,medium,
raid_furnace_unit,炉心防衛ユニット核,UR,raid_material,raid_material,炉心防衛核。,100,NO,YES,NO,NO,NO,NO,YES,—,raid,0/none,medium,
raid_machina_echo,マキナの残響片,UR,raid_material,raid_material,マキナ残響。,95,NO,YES,NO,NO,NO,NO,YES,マキナの残響区画(valhalla_fortress),raid,11.7/100 mid,medium,
raid_old_king_film,旧王の影片,UR,raid_material,raid_material,旧王の影片。,100,NO,YES,NO,NO,NO,NO,YES,旧王の玉座(valhalla_fortress),raid,8.4/100 mid,medium,
raid_sky_core,空塞機兵の中枢,UR,raid_material,raid_material,空塞機兵の中枢。,95,NO,YES,NO,NO,NO,NO,YES,機械兵格納庫(valhalla_fortress); 空塞昇降路(valhalla_fortress),raid,3.4/100 low,medium,
raid_valhalla_plate,ヴァルハラ装甲片,UR,raid_material,raid_material,レイド報酬。,95,NO,YES,NO,NO,NO,NO,YES,ヴァルハラ外郭(valhalla_fortress),raid,3.4/100 low,medium,
rep_deep_repair,深層修復材,UR,repair_material,repair_material,深層装備修復。,150,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
rep_oil,鍛冶油,R,repair_material,repair_material,武器修理用。,35,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
rep_patch,補修布,N,repair_material,repair_material,装備補修用。,15,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
rep_polish,研磨剤,R,repair_material,repair_material,装備研磨用。,30,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
rep_silver_clip,白銀の留め具,SR,repair_material,repair_material,防具修理用。,60,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
src_ash_star,灰星結晶,UR,src_material,src_core,灰星結晶。,1000,NO,YES,NO,NO,YES,NO,YES,破れた玉座前(ash_capital),valhalla,4.7/100 low,medium,
src_bind_thread,繋ぎ糸の断片,SR,src_material,src_core,繋ぎ糸断片。,600,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_deep_crystal,深層炉心結晶,UR,src_material,src_upgrade_material,Src+7〜9用。,950,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_deep_furnace,深層炉核,UR,src_material,src_core,深層炉核。,1000,NO,YES,NO,NO,YES,NO,YES,アーク残滓研究所(deep_furnace_outpost),valhalla,4.7/100 low,medium,
src_echo_core,残響核,SSR,src_material,src_core,残響核。,750,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_lamp_core,灯火核,SSR,src_material,src_core,灯火核。,750,NO,YES,NO,NO,YES,NO,YES,祈りの間(silent_monastery),valhalla,3.4/100 low,medium,
src_machina_core,マキナ残響核,Src,src_material,src_upgrade_material,Src+10用。,2000,NO,YES,NO,NO,YES,NO,YES,マキナの残響区画(valhalla_fortress),valhalla,3.9/100 low,medium,
src_mirror_crystal,灰鏡結晶,UR,src_material,src_upgrade_material,Src+7〜9用。,900,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_mirror_shard,灰鏡片,UR,src_material,src_core,灰鏡片。,900,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_old_king_echo,旧王の残響核,Src,src_material,src_upgrade_material,Src+10用。,2000,NO,YES,NO,NO,YES,NO,YES,旧王の玉座(valhalla_fortress),valhalla,2.8/100 low,medium,
src_old_king_mark,古王の印,UR,src_material,src_core,古王の印。,1000,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_primordial,原初刻印の欠片,SSR,src_material,src_core,Src発現素材。,800,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_primordial_full,原初刻印,Src,src_material,src_upgrade_material,Src+10用。,2500,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_silence_tune,静寂の調律片,SSR,src_material,src_core,調律片。,800,NO,YES,NO,NO,YES,NO,YES,沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 聖水工房跡(silent_monastery); 無言の巡礼路(silent_monastery),valhalla,4.2/100 low,medium,
src_star_mark,星印の欠片,SSR,src_material,src_core,Src発現素材。,800,NO,YES,NO,NO,YES,NO,YES,星落ちの観測台(starfall_observatory),valhalla,3.4/100 low,medium,
src_star_mark_full,完全な星印,Src,src_material,src_upgrade_material,Src+10用。,2500,NO,YES,NO,NO,YES,NO,YES,落星孔(starfall_observatory),valhalla,2.2/100 low,medium,
src_star_scar_crystal,星痕結晶,UR,src_material,src_upgrade_material,Src+7〜9用。,900,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_upg_core,Src強化核,SSR,src_material,src_upgrade_material,Src+4〜6用。,600,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_upg_shard,Src強化片,SR,src_material,src_upgrade_material,Src+1〜3用。,300,NO,YES,NO,NO,YES,NO,YES,—,valhalla,0/none,medium,
src_valhalla_core,ヴァルハラ炉心核,Src,src_material,src_upgrade_material,Src+10用。,2000,NO,YES,NO,NO,YES,NO,YES,深層炉心(valhalla_fortress),valhalla,3.3/100 low,medium,
upg_deep_core_stone,深層強化核,UR,enhance_material,upgrade_stone,深層強化核。,500,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
upg_fine_stone,上質な強化石,SR,enhance_material,upgrade_stone,上質な強化石。,100,NO,YES,NO,NO,YES,NO,NO,時紋の市場跡(hourglass_city); 硝子花の群生地(glass_marsh),mid,4.7/100 low,low,
upg_old_king_stone,古王の強化石,UR,enhance_material,upgrade_stone,古王の強化石。,400,NO,YES,NO,NO,YES,NO,NO,—,early,0/none,low,
upg_rare_stone,希少強化石,SSR,enhance_material,upgrade_stone,希少強化石。,200,NO,YES,NO,NO,YES,NO,NO,砦地下倉庫(red_ash_fort),late_mid,3.4/100 low,low,
upg_rough_stone,粗い強化石,N,enhance_material,upgrade_stone,粗い強化石。,20,NO,YES,NO,NO,YES,NO,NO,古い訓練場(start_starfield); 石積みの橋(old_road_village); 灯台下の岩場(twilight_port); 朽ちた井戸(rain_ruins),early,8.1/100 mid,low,
upg_stone,強化石,R,enhance_material,upgrade_stone,強化石。,50,NO,YES,NO,NO,YES,NO,NO,旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 崩落した作業場(silver_mine),early,7.8/100 mid,low,
valhalla_emblem,ヴァルハラ徽章,UR,currency_like,currency_material,ヴァルハラ周回の証。徽章交換所で高級素材・装備厳選に交換できる。,10,NO,YES,NO,NO,NO,YES,NO,—,valhalla,0/excluded,low,ヴァルハラボス周回確定報酬
wpn_apprentice_staff,見習い杖,N,playable_gear,equipment,見習い杖の武器,50,NO,NO,NO,NO,YES,NO,NO,夜歩きの丘(start_starfield),early,0.54/100 trace,low,
wpn_ash_knight_shield,灰騎士の大盾,SR,playable_gear,equipment,灰騎士の大盾の武器,50,NO,NO,NO,NO,YES,NO,NO,灰冠の王都地下(ash_capital),late_mid,0.53/100 trace,low,
wpn_ash_knight_sword,灰冠騎士剣,SSR,playable_gear,equipment,灰冠騎士剣の武器,50,NO,NO,NO,NO,YES,YES,NO,灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 破れた玉座前(ash_capital); 王都地下牢(ash_capital); 灰の大通り(ash_capital),late_mid,0.13/100 trace,high,
wpn_ash_spear,灰冠の槍,R,playable_gear,equipment,灰冠の槍の武器,50,NO,NO,NO,NO,YES,NO,NO,喪失者の広場(hourglass_city),mid,1.4/100 low,low,
wpn_ash_wing_twin,灰翼の双刃,UR,playable_gear,equipment,灰翼の双刃の武器,50,NO,NO,NO,NO,YES,YES,YES,—,raid,0/none,high,
wpn_black_exec_blade,黒灯の処刑刃,SR,playable_gear,equipment,黒灯の処刑刃の武器,50,NO,NO,NO,NO,YES,NO,NO,契約失敗体の檻(forgotten_market),mid,0.54/100 trace,low,
wpn_black_exec_sword,黒灯処刑剣,UR,playable_gear,equipment,黒灯処刑剣の武器,50,NO,NO,NO,NO,YES,YES,YES,—,raid,0/none,high,
wpn_black_iron_blade,黒鉄の処刑刃,SSR,playable_gear,equipment,黒鉄の処刑刃の武器,50,NO,NO,NO,NO,YES,YES,NO,黒鉄鉱脈(silver_mine),mid,0.08/100 trace,high,
wpn_black_lamp_twin,黒灯りの双刃,R,playable_gear,equipment,黒灯りの双刃の武器,50,NO,NO,NO,NO,YES,NO,NO,忘却の地下路(forgotten_market); 黒灯りの路地(black_lantern_lane),mid,1.3/100 low,low,
wpn_broken_wrap,欠けた拳帯,N,playable_gear,equipment,欠けた拳帯の武器,50,NO,NO,NO,NO,YES,NO,NO,古道の荷車跡(old_road_village),early,0.54/100 trace,low,
wpn_core_spear_grau,炉心槍グラウ,UR,playable_gear,equipment,炉心槍グラウの武器,50,NO,NO,NO,NO,YES,YES,YES,機械兵格納庫(valhalla_fortress),raid,0.05/100 trace,high,
wpn_cracked_axe,ひび割れた斧,N,playable_gear,equipment,ひび割れた斧の武器,50,NO,NO,NO,NO,YES,NO,NO,壊れた祠(start_starfield),early,0.54/100 trace,low,
wpn_crude_spear,粗末な槍,N,playable_gear,equipment,粗末な槍の武器,50,NO,NO,NO,NO,YES,NO,NO,古い訓練場(start_starfield),early,0.54/100 trace,low,
wpn_deep_cannon,深層機構砲,SSR,playable_gear,equipment,深層機構砲の武器,50,NO,NO,NO,NO,YES,YES,NO,深層炉入口(deep_furnace_outpost),late_mid,0.10/100 trace,high,
wpn_deep_cannon_regin,深層砲レギン,UR,playable_gear,equipment,深層砲レギンの武器,50,NO,NO,NO,NO,YES,YES,YES,アーク残滓研究所(deep_furnace_outpost); 統治軍制御室(valhalla_fortress),raid,0.07/100 trace,high,
wpn_dragon_fist,竜骨の拳甲,R,playable_gear,equipment,竜骨の拳甲の武器,50,NO,NO,NO,NO,YES,NO,NO,眠れる獣の巣(mist_forest),mid,1.4/100 low,low,
wpn_dragon_fist_sr,竜骨の拳甲,SR,playable_gear,equipment,竜骨の拳甲の武器,50,NO,NO,NO,NO,YES,NO,NO,竜鳴きの崖(dragonbone_valley),late_mid,0.51/100 trace,low,
wpn_dragon_pierce,竜骨穿槍,SSR,playable_gear,equipment,竜骨穿槍の武器,50,NO,NO,NO,NO,YES,YES,NO,竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 骨喰い鳥の巣(dragonbone_valley); 古竜の裂け目(dragonbone_valley),late_mid,0.13/100 trace,high,
wpn_glass_blade,硝子沼の刃,R,playable_gear,equipment,硝子沼の刃の武器,50,NO,NO,NO,NO,YES,NO,NO,黒市の裏通り(forgotten_market); 硝子沼(glass_marsh); 割れた水面(glass_marsh),mid,1.4/100 low,low,
wpn_hollow_bell_bow,空鐘の弓,SSR,playable_gear,equipment,空鐘の弓の武器,50,NO,NO,NO,NO,YES,YES,NO,落星孔(starfall_observatory),valhalla,0.14/100 trace,high,
wpn_iron_scrap_barrel,鉄屑の砲筒,N,playable_gear,equipment,鉄屑の砲筒の武器,50,NO,NO,NO,NO,YES,NO,NO,黒鉄鉱脈(silver_mine),mid,0.56/100 trace,low,
wpn_iron_snow_greatshield,鉄雪大盾,SSR,playable_gear,equipment,鉄雪大盾の武器,50,NO,NO,NO,NO,YES,YES,NO,機械兵格納庫(valhalla_fortress),valhalla,0.10/100 trace,high,
wpn_iron_snow_king_shield,鉄雪王盾,UR,playable_gear,equipment,鉄雪王盾の武器,50,NO,NO,NO,NO,YES,YES,YES,深層炉心(valhalla_fortress),raid,0.13/100 trace,high,
wpn_iron_snow_shield,鉄雪の盾,R,playable_gear,equipment,鉄雪の盾の武器,50,NO,NO,NO,NO,YES,NO,NO,星落ちの観測台(starfall_observatory); ヴァルハラ外郭(valhalla_fortress),late,1.3/100 low,low,
